Campaign,Type,Product,Channel,Advertiser,Industry,Agency,SFDC OID,Rep_ID,CPA/CPM,Start Date,End Date,CPM Price,Contracted Impressions,Booked Impressions,Delivered Impressions,Contracted Deal,Revised Deal,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01
Reebok: LAL CPA August - September 2012,Perf LAL,Perf LAL,Inside,Reebok,Retail,iProspect,,,CPA,2012-08-10,2012-09-30,24.0,1042,,,25008.0,25008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10580.3076923077,14427.6923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reebok: LAL CPA Nov 2012,Perf LAL,Perf LAL,Inside,Reebok,Retail,Direct,13422,,CPA,2012-11-01,2012-11-30,24.0,834,,,20016.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reebok: LAL CPA October 2012,Perf LAL,Perf LAL,Inside,Reebok,Retail,iProspect,12723,,CPA,2012-10-01,2012-10-31,24.0,416,,,9984.0,9984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reebok: Nov 2011,Perf LAL,Perf LAL,Inside,Reebok,Retail,iProspect,,,CPM,2011-11-01,2011-11-30,3.5,7142857,,,15000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reebok: Oct 2011,Perf LAL,Perf LAL,Inside,Reebok,Retail,iProspect,,,CPM,2011-10-03,2011-10-31,3.5,4285714,,,15000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reebok_CPA_Dec2012,Perf LAL,Perf LAL,Inside,Reebok,Retail,Direct,14053,,CPA,2012-12-01,2012-12-31,24.0,1064,,,23500.0,38496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38496.0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Elsevir VDN: December 2011,Perf LAL,Perf LAL,Inside,Reed Elsevier,Publishing,AMP Agency,,,CPM,2011-12-01,2011-12-31,3.5,9892660,,,5175.0,34624.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34624.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Elsevir VDN: November 2011,Perf LAL,Perf LAL,Inside,Reed Elsevier,Publishing,AMP Agency,,,CPM,2011-11-01,2011-11-30,3.5,4035063,,,13053.0,14740.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14122.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Elsevir VDN: October 2011,Perf LAL,Perf LAL,Inside,Reed Elsevier,Publishing,AMP Agency,,,CPM,2011-10-10,2011-10-31,3.5,2968286,,,10389.0,9954.54,0,0,0,0,0,0,0,0,0,0,0,0,0,9954.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Elsevir: August 2011,Perf LAL,Perf LAL,Inside,Reed Elsevier,Publishing,AMP Agency,,,CPM,2011-08-01,2011-08-31,3.5,10823322,,,18940.8,18940.8,0,0,0,0,0,0,0,0,0,0,0,18940.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Elsevir: Decenber 2011,Perf LAL,Perf LAL,Inside,Reed Elsevier,Publishing,AMP Agency,,,CPM,2011-12-01,2011-12-31,3.5,7653791,,,18788.28,44317.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44317.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Elsevir: July 2011,Perf LAL,Perf LAL,Inside,Reed Elsevier,Publishing,AMP Agency,,,CPM,2011-07-01,2011-07-31,3.5,1704926,,,29792.61,29792.61,0,0,0,0,0,0,0,0,0,0,29792.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Elsevir: November 2011,Perf LAL,Perf LAL,Inside,Reed Elsevier,Publishing,AMP Agency,,,CPM,2011-11-01,2011-11-30,3.5,5155751,,,7045.17,25045.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25045.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Elsevir: October 2011,Perf LAL,Perf LAL,Inside,Reed Elsevier,Publishing,AMP Agency,,,CPM,2011-10-01,2011-10-31,3.5,2751807,,,9631.3245,9631.32,0,0,0,0,0,0,0,0,0,0,0,0,0,9631.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Elsevir: September 2011,Perf LAL,Perf LAL,Inside,Reed Elsevier,Publishing,AMP Agency,,,CPM,2011-09-01,2011-09-30,3.5,6643124,,,18870.96,28180.94,0,0,0,0,0,0,0,0,0,0,0,0,28180.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regent University - Apply Now,Perf LAL,Perf LAL,Inside,Regent University,Education,Tocquigny,,,CPM,2011-02-01,2011-03-31,3.5,7150000,,,25025.0,25025.0,0,0,0,0,0,11876.2711864407,13148.7288135593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regent University - Q2,Perf LAL,Perf LAL,Inside,Regent University,Education,Tocquigny,,,CPM,2011-04-01,2011-06-30,3.5,13000000,,,49000.0,45500.0,0,0,0,0,0,0,0,15000.0,15500.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regent University - Q3,Perf LAL,Perf LAL,Inside,Regent University,Education,Tocquigny,,,CPM,2011-07-01,2011-09-30,3.5,12254500,,,39390.75,42890.75,0,0,0,0,0,0,0,0,0,0,14452.3179347826,14452.3179347826,13986.1141304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regent University - Q4,Perf LAL,Perf LAL,Inside,Regent University,Education,Tocquigny,,,CPM,2011-10-01,2011-12-30,3.5,16595000,,,47250.0,58082.5,0,0,0,0,0,0,0,0,0,0,0,0,0,19786.3461538462,19148.0769230769,19148.0769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regions Bank - CPA Q2,Perf LAL,Perf LAL,Inside,Regions Bank,Finance,Sapient,,,CPA,2012-04-09,2012-06-30,150.0,400,,,60000.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15903.6144578313,22409.6385542169,21686.7469879518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regions Bank - CPA Q3,Perf LAL,Perf LAL,Inside,Regions Bank,Finance,Sapient,,,CPA,2012-07-01,2012-09-30,150.0,466,,,69900.0,69900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23553.2608695652,23553.2608695652,22793.4782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regions Bank - CPA Q4,Perf LAL,Perf LAL,Inside,Regions Bank,Finance,Sapient,12633,,CPA,2012-10-01,2012-12-31,150.0,200,,,30000.0,40050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600.0,10549.1803278689,10900.8196721311,0,0,0,0,0,0,0,0,0,0,0,0
Regions Bank - Q3 2011,Perf LAL,Perf LAL,Inside,Regions Bank,Finance,Sapient,,,CPM,2011-08-01,2011-09-30,4.0,5000000,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,10163.9344262295,9836.06557377049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regions Bank - Q4 2011,Perf LAL,Perf LAL,Inside,Regions Bank,Finance,Sapient,,,CPM,2011-10-01,2012-01-15,4.0,15000000,,,50000.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16847.8260869565,16304.347826087,16847.8260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RegionsBank_CPA_Jan2013,Perf LAL,Perf LAL,Inside,Regions Bank,Financial Services: Banking,Sapient,14445,,CPA,2013-01-01,2013-03-31,,,,,90000.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31000.0,28000.0,31000.0,0,0,0,0,0,0,0,0,0
Remington College,Perf LAL,Perf LAL,Inside,Remington College,Education,Tocquigny,,,CPM,2011-04-01,2011-05-31,4.0,1250000,,,15000.0,10000.0,0,0,0,0,0,0,0,4918.03278688525,5081.96721311475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault MOT and Servicing Q1,Brand LAL,CPMAS,Direct UK,Invite Media,Automotive,Access - MGOMD,0,,CPM,2011-01-01,2011-03-31,0.25,4000000,,,1000.0,1804.54237911889,0,0,0,0,966.874809255447,873.3062793275,966.874809255447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault Tactical Q1,Brand LAL,CPMAS,Direct UK,Invite Media,Automotive,Access - MGOMD,0,,CPM,2011-01-01,2011-03-31,0.25,12000000,,,3000.0,55.9503328,0,0,0,0,29.9782193977582,27.0771013915236,29.9782193977582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rent the Runway **CANCELLED**,Perf LAL,Perf LAL,Inside,Rent the Runway,Entertainment,Direct,,,CPM,2011-02-07,2011-03-13,3.0,3333333,,,10000.0,1788.03,0,0,0,0,0,1123.90457142857,664.125428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reputation.com: Free Scan & Services Sales Converters,Perf LAL,Perf LAL,Inside,Reputation.com,FS: Other,Direct,,,CPA,2012-06-23,2012-08-31,16.46,1214,,,19980.0,19950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280.0,8835.0,8835.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reputation.com: Reputation Defender,Perf LAL,Perf LAL,Inside,Reputation.com,FS: Other,Direct,,,CPM,2011-07-06,2011-08-16,3.0,5000000,,,15000.0,15000.0,0,0,0,0,0,0,0,0,0,0,9285.71428571429,5714.28571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Responsys: Q4 2011,Perf LAL,Perf LAL,Inside,Responsys,FS: Other,Direct,,,CPM,2011-11-28,2011-12-31,4.0,6250000,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205.88235294118,22794.1176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody Test,Perf LAL,Perf LAL,Inside,Rhapsody,Entertainment,Direct,,,CPM,2011-09-02,2011-09-30,4.0,10000000,,,40000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody Test - Feb 2012 CPA,Perf LAL,Perf LAL,Inside,Rhapsody,Entertainment,Direct,,,CPA,2012-02-01,2012-02-29,6.5,4615,,,29997.5,29997.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29997.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody Test - March-April 2012 CPA,Perf LAL,Perf LAL,Inside,Rhapsody,Entertainment,Direct,,,CPA,2012-03-05,2012-04-30,6.5,3860,,,12545.0,25090.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11884.7368421053,13205.2631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody Test - Q1 2012 CPA,Perf LAL,Perf LAL,Inside,Rhapsody,Entertainment,Direct,,,CPA,2012-01-05,2012-01-31,13.0,2307,,,29991.0,29991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody Test - Q4 2011 CPA,Perf LAL,Perf LAL,Inside,Rhapsody,Entertainment,Direct,,,CPA,2011-10-12,2011-12-31,13.0,6461,,,30000.0,83993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20739.012345679,31108.5185185185,32145.4691358025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody: July-Aug 2012 CPA,Perf LAL,Perf LAL,Inside,Rhapsody,Entertainment,Direct,,,CPA,2012-07-01,2012-08-31,6.5,2307,,,14995.0,14995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7497.5,7497.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody: May-June 2012 CPA,Perf LAL,Perf LAL,Inside,Rhapsody,Entertainment,Direct,,,CPA,2012-05-11,2012-06-30,6.5,2307,,,14995.0,14995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6174.41176470588,8820.58823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody: Nov-Dec 2012 CPA,Perf LAL,Perf LAL,Inside,Rhapsody,,Point It Inc,13678,,CPA,2012-11-09,2012-12-31,10.0,2300,,,10000.0,28000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,23000.0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody: October 2012 CPA,Perf LAL,Perf LAL,Inside,Rhapsody,Entertainment,Direct,12839,,CPA,2012-10-15,2012-10-31,10.0,1000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhapsody: September 2012 CPA,Perf LAL,Perf LAL,Inside,Rhapsody,Entertainment,Direct,,,CPA,2012-09-05,2012-09-30,6.5,769,,,4998.5,4998.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4998.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - April 2012 CPA Renewal,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPA,2012-04-03,2012-04-30,21.25,90,,,1912.5,1912.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974.989375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - Feb 2012 CPA Renewal,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPA,2012-02-01,2012-02-29,21.25,120,,,2550.0,2550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966.6525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - Jan 2012 CPA Renewal,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPA,2012-01-01,2012-01-31,21.25,141,,,2550.0,2996.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4660.8166875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - July 2011,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPA,2011-07-01,2011-09-30,21.25,1100,,,23375.0,23375.0,0,0,0,0,0,0,0,0,0,0,12252.0697690217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - June 2011,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPM,2011-06-01,2011-06-30,1.57,3243243,,,5100.0,5099.07443676939,0,0,0,0,0,0,0,0,0,7931.86524011662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - March 2012 CPA Renewal,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPA,2012-03-01,2012-03-31,21.25,120,,,2550.0,2550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966.6525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - May 2011 Test,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPM,2011-05-01,2011-05-31,1.57,3243243,,,5100.0,5099.13055512518,0,0,0,0,0,0,0,0,7931.95253502497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - May 2012 CPA Renewal,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPA,2012-05-01,2012-05-31,20.4,93,,,1897.2,1897.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951.18946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - Nov-Dec 2011,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPA,2011-11-01,2011-12-31,21.25,350,,,7437.5,7437.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5689.87038934426,5879.53273565574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAS - October 2011,Perf LAL,Perf LAL,Direct UK,RIAS,FS: Other,Rapp,0,,CPA,2011-10-01,2011-10-31,21.25,175,,,3718.75,3718.75,0,0,0,0,0,0,0,0,0,0,0,0,0,5784.7015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickshaw Bags & Sleeves,Perf LAL,Perf LAL,Inside,Rickshaw Bagworks,Retail,Richshaw Bagworks,,,CPM,2011-05-27,2011-07-30,3.5,4285714,,,15000.0,15000.0,0,0,0,0,0,0,0,0,1153.84615384615,6923.07692307692,6923.07692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocketlawyer - Purchase or Free Trial Sign Up **Paused on 8/9**,Perf LAL,Perf LAL,Inside,Rocketlawyer.com,Legal,Rocket Lawyer,,,CPM,2011-07-12,2011-09-13,3.5,14285714,,,50000.0,12903.33,0,0,0,0,0,0,0,0,0,0,4032.290625,6250.05046875,2620.98890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocketlawyer - Purchase or Free Trial Sign Up Relaunch Q3/Q4 **CANCELLED**,Perf LAL,Perf LAL,Inside,Rocketlawyer.com,Legal,Rocket Lawyer,,,CPM,2011-10-12,2011-11-26,3.5,12155280,,,42543.48,42543.48,0,0,0,0,0,0,0,0,0,0,0,0,0,18497.1652173913,24046.3147826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roserberry Rooms - Aug-Sept 2011,Perf LAL,Perf LAL,Inside,Roserberry Rooms,Retail,Direct,,,CPM,2011-08-22,2011-09-30,3.5,7142157,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,6250.0,13750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosetta Stone - July - September 2012,Perf LAL,Perf LAL,Inside,Rosetta Stone,Education,Direct,,,CPA,2012-07-06,2012-09-17,28.0,1607,,,9996.0,44996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14156.0449438202,15672.7640449438,15167.191011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosetta Stone - May-June 2012,Perf LAL,Perf LAL,Inside,Rosetta Stone,Education,Direct,,,CPA,2012-05-04,2012-06-30,28.0,1400,,,19600.0,39200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18924.1379310345,20275.8620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosetta Stone - Oct-Nov 2011 CPM Calibration Test,Perf LAL,Perf LAL,Inside,Rosetta Stone,Education,Direct,,,CPM,2011-10-10,2011-11-11,2.5,4000000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6666.66666666667,3333.33333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosetta Stone -October 2012,Perf LAL,Perf LAL,Inside,Rosetta Stone,Education,Direct,12780,,CPA,2012-10-01,2012-11-18,28.0,535,,,9996.0,14980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9242.97872340426,5737.02127659574,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosetta Stone -September 2012,Perf LAL,Perf LAL,Inside,Rosetta Stone,Education,Direct,,,CPA,2012-09-18,2012-09-30,28.0,357,,,9996.0,9996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RosettaStone_CPA_Jan2013,Perf LAL,Perf LAL,Inside,Rosetta Stone,CPG,Direct,15009,,CPA,2013-01-16,2013-02-28,0.0,,,,24976.0,24976.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9082.18181818182,15893.8181818182,0,0,0,0,0,0,0,0,0,0
RosettaStone_CPA_Nov2012,Perf LAL,Perf LAL,Inside,Rosetta Stone,Software,Direct,13810,,CPA,2012-11-19,2012-12-31,28.0,1071,,,29988.0,39984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8368.74418604651,31615.2558139535,0,0,0,0,0,0,0,0,0,0,0,0
Royal Caribbean Test,Perf LAL,Perf LAL,Direct UK,Royal Caribbean,Travel,AMS Media Group,0,,CPM,2011-03-09,2011-04-30,1.32,12903225,,,17000.0,16996.9144811414,0,0,0,0,0,0,11473.7671204945,14965.783200645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Caribbean Test: July 2011,Perf LAL,Perf LAL,Direct UK,Royal Caribbean,Travel,AMS Media Group,0,,CPM,2011-07-01,2011-07-31,1.32,4575000,,,6027.56,6023.87451177413,0,0,0,0,0,0,0,0,0,0,9370.43799679024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Caribbean Test: June 2011,Perf LAL,Perf LAL,Direct UK,Royal Caribbean,Travel,AMS Media Group,0,,CPM,2011-06-13,2011-06-30,1.32,1596709,,,2103.66,2103.27458243562,0,0,0,0,0,0,0,0,0,3271.74877670772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Caribbean Test: May 2011,Perf LAL,Perf LAL,Direct UK,Royal Caribbean,Travel,AMS Media Group,0,,CPM,2011-05-10,2011-05-31,1.32,4790323,,,6311.25,6310.17508763635,0,0,0,0,0,0,0,0,9815.79285757273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Caribbean Test: Toy Campaign,Perf LAL,Perf LAL,Direct UK,Royal Caribbean,Travel,AMS Media Group,0,,CPM,2011-12-26,2012-04-30,1.49,21228571,,,31577.5,31577.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320.64787992126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Caribbean: Pack More In,Perf LAL,Perf LAL,Direct UK,Royal Caribbean,Travel,AMS Media Group,0,,CPM,2011-08-19,2011-11-30,1.32,6500000,,,8563.75,10075.0,0,0,0,0,0,0,0,0,0,0,0,1959.02078125,4520.8171875,4671.51109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Navy Engineers: Dec 11 - Feb 12,Perf LAL,Perf LAL,Direct UK,Royal Navy Engineers,FS: Other,Xaxis,0,,CPM,2011-12-28,2012-02-29,1.45,11695906,,,17000.0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652.771875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RueLaLa: Aug-Nov 2011 **CANCELLED 9/21/11**,Perf LAL,Perf LAL,Inside,RueLaLa,Retail,Sapient,,,CPM,2011-08-24,2011-09-21,2.9,17241379,,,50000.0,15959.8,0,0,0,0,0,0,0,0,0,0,0,5767.46206896552,15139.5879310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RushCard CPA Dec 2011-Jan 2012,Perf LAL,Perf LAL,Inside,RushCard,FS: Credit Cards,Unirush,,,CPA,2011-12-28,2012-01-31,7.28621536303052,1372,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4857.14285714286,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RushCard CPA March-April 2012,Perf LAL,Perf LAL,Inside,RushCard,FS: Credit Cards,Unirush,,,CPA,2012-04-12,2012-05-11,12.0,833,,,10000.0,9996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6330.8,3665.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SACVB: San Antonio Convention and Visitors Bureau,Perf LAL,Perf LAL,Inside,SACVB,Travel,Proof Advertising,,,CPM,2011-11-08,2012-02-29,3.0,8333333,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5043.85964912281,6798.24561403509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
