Campaign,Type,Product,Channel,Advertiser,Industry,Agency,SFDC OID,Rep_ID,CPA/CPM,Start Date,End Date,CPM Price,Contracted Impressions,Booked Impressions,Delivered Impressions,Contracted Deal,Revised Deal,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01
Bookrenter.com: Summer School New Converters-August - September 2012,Perf LAL,Perf LAL,Inside,Bookrenter.com,FS: Other,Direct,,,CPA,2012-08-14,2012-09-15,12.0,1250,,,15000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8181.81818181818,6818.18181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bookrenter.com: Summer School New Converters-May-June 2012,Perf LAL,Perf LAL,Inside,Bookrenter.com,FS: Other,Direct,,,CPA,2012-05-28,2012-06-30,12.0,2500,,,30000.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529.41176470588,26470.5882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borro: June/July 2011,Perf LAL,Perf LAL,Direct UK,Borro,FS: Other,AMS Media Group,0,,CPM,2011-06-15,2011-07-12,1.32,6500000,,,8663.75,8560.32811888935,0,0,0,0,0,0,0,0,0,7609.15337447905,5706.86503085929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradford Group CPA Nov 2012,Perf LAL,Perf LAL,Inside,"Bradford Group, The",Other,White Star Media Inc.,13311,,CPA,2012-11-01,2012-11-30,12.5,800,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Corp - Seton CPA: April 2012,Perf LAL,Perf LAL,Inside,Brady Corp - Seton,FS: Other,Direct,,,CPA,2012-04-23,2012-05-20,30.0,167,,,5010.0,5010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431.42857142857,3578.57142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Corp - Seton CPA: July 2012,Perf LAL,Perf LAL,Inside,Brady Corp - Seton,FS: Other,Direct,,,CPA,2012-07-09,2012-07-31,30.0,167,,,5010.0,5010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Corp - Seton CPA: June 2012,Perf LAL,Perf LAL,Inside,Brady Corp - Seton,FS: Other,Direct,,,CPA,2012-06-01,2012-06-30,30.0,167,,,5010.0,5010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brightcove New Trial Sign Up CPA: July-Aug 2012,Perf LAL,Perf LAL,Inside,Brightcove,Web Media,iMarketing LTD.,,,CPA,2012-07-09,2012-08-03,125.0,80,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8846.15384615385,1153.84615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brightcove New Trial Sign Up: Aug 2012,Perf LAL,Perf LAL,Inside,Brightcove,Web Media,iMarketing LTD.,,,CPM,2012-08-02,2012-08-31,3.5,2857143,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Airways- April Seat Sale,Perf LAL,Perf LAL,Inside,British Airways,Travel,Optimedia,,,CPM,2011-04-26,2011-05-05,4.0,5000000,,,20000.0,20000.0,0,0,0,0,0,0,0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Airways - August Seat Sale,Perf LAL,Perf LAL,Inside,British Airways,Travel,Optimedia,,,CPM,2011-08-23,2011-09-05,4.0,8750000,,,35000.0,35000.0,0,0,0,0,0,0,0,0,0,0,0,22500.0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Airways - July Premium Offer,Perf LAL,Perf LAL,Inside,British Airways,Travel,Optimedia,,,CPM,2011-07-19,2011-07-24,4.0,4338750,,,17355.0,17355.0,0,0,0,0,0,0,0,0,0,0,17355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Airways - Visit Britain Q3-Q4,Perf LAL,Perf LAL,Inside,British Airways,Travel,Optimedia,,,CPM,2011-09-29,2011-12-06,4.0,30381000,,,70000.0,121524.0,0,0,0,0,0,0,0,0,0,0,0,0,3522.4347826087,54597.7391304348,52836.5217391304,10567.3043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Gas Energy Smart,Perf LAL,Perf LAL,Direct UK,British Gas,CPG,AE Media,0,,CPM,2011-02-14,2011-03-31,1.15,10000000,,,11475.0,11473.0606468627,0,0,0,0,0,5819.64765953061,12027.2718296966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Gas Energy Smart - April 2011,Perf LAL,Perf LAL,Direct UK,British Gas,CPG,AE Media,0,,CPM,2011-04-10,2011-04-30,1.15,8296296,,,9520.0,9518.089682528,0,0,0,0,0,0,0,14805.8644056564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brocade: The Data Center is Here Q2,Perf LAL,Perf LAL,Inside,Brocade,FS: Other,Godfrey Q and Partners,,,CPM,2011-05-02,2011-05-31,5.0,150000000,,,7500.0,7500.0,0,0,0,0,0,0,0,0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brocade: The Data Center is Here Q4,Perf LAL,Perf LAL,Inside,Brocade,FS: Other,Godfrey Q and Partners,,,CPM,2011-08-29,2011-09-30,3.0,6666667,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,1818.18181818182,18181.8181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooks Brothers_Purchase Conversions_10/2012_CPA,Perf LAL,Perf LAL,Inside,Brooks Brothers,Retail,The DuMont Project,8482,,CPA,2012-10-01,2012-11-30,15.0,2000,,,30000.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15245.9016393443,14754.0983606557,0,0,0,0,0,0,0,0,0,0,0,0,0
Busted Tees: Dec 2011 CPA,Perf LAL,Perf LAL,Inside,Busted Tees,Retail,Direct,,,CPA,2011-11-28,2011-12-28,6.0,1666,,,9996.0,9996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967.354838709677,9028.64516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Busted Tees: Feb-Mar 2012 CPA ""Loyalists Campaign""",Perf LAL,Perf LAL,Inside,Busted Tees,Retail,Direct,,,CPA,2012-02-07,2012-04-30,6.0,1666,,,9996.0,9996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737.0,3689.0,3570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Busted Tees: Jan-Feb 2012 CPA,Perf LAL,Perf LAL,Inside,Busted Tees,Retail,Direct,,,CPA,2012-01-30,2012-04-15,6.0,1666,,,9996.0,9996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.636363636364,3764.72727272727,4024.36363636364,1947.27272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Busted Tees: Nov-Dec 2012 CPA Purchasers,Perf LAL,Perf LAL,Inside,Busted Tees,,Direct,13432,,CPA,2012-11-15,2013-01-31,6.0,3333,,,19998.0,19998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3242.91891891892,8377.54054054054,8377.54,0,0,0,0,0,0,0,0,0,0,0
"Buyseasons, Inc._Purchase_10/2012_11927_CPA",Perf LAL,Perf LAL,Inside,BuySeasons Inc.,Retail,The Rimm-Kaufman Group ,11927,,CPA,2012-10-05,2012-10-31,10.0,1000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafepress : Purchasers CPA August - October 2012,Perf LAL,Perf LAL,Inside,Cafepress Inc.,Retail,Direct,10757,,CPA,2012-08-06,2012-11-30,15.0,6833,,,75000.0,74986.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14599.1415929204,19907.9203539823,20571.517699115,19907.9203539823,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafepress: Logosportswear.com - Nov - Dec 2012,Perf LAL,Perf LAL,Inside,Cafepress Inc.,Retail,Direct,13275,,CPA,2012-11-01,2013-01-25,50.0,800,,,40000.0,59986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23678.6842105263,24467.9736842105,11839.3421052632,0,0,0,0,0,0,0,0,0,0,0
Cafepress: Logosportswear.com - Sept - Oct 2012,Perf LAL,Perf LAL,Inside,Cafepress Inc.,Retail,Direct,12049,,CPA,2012-09-10,2012-10-31,50.0,800,,,40000.0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16153.8461538462,23846.1538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Closets - Q3 Test *Cancelled on 9/26*,Perf LAL,Perf LAL,Inside,California Closets,Retail,iSearch Media,,,CPM,2011-07-25,2011-09-26,4.5,5658420,,,25462.89,18044.25,0,0,0,0,0,0,0,0,0,0,1973.58984375,8740.18359375,7330.4765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camping & Caravanning Club June - August 2011,Perf LAL,Perf LAL,Direct UK,Camping & Caravanning Club,FS: Other,Agenda 21 Digital,0,,CPM,2011-06-01,2011-08-31,1.23,10000000,,,12325.0,11926.2092534307,0,0,0,0,0,0,0,0,0,6049.5048274481,6251.15498836303,6251.15498836303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campmor Purchasers CPA Oct - Dec 2012,Perf LAL,Perf LAL,Inside,Campmor,Retail,Covario Inc,12268,,CPA,2012-10-08,2012-12-31,20.0,1000,,,20000.0,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000.0,45000.0,47000.0,0,0,0,0,0,0,0,0,0,0,0,0
Campmor_CPA_Jan2013,Perf LAL,Perf LAL,Inside,Campmor,Retail,Covario Inc,14606,,CPA,2012-12-28,2013-01-31,20.0,914,,,18280.0,18280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089.14,16190.86,0,0,0,0,0,0,0,0,0,0,0
Capella University: CPA Campaign Aug 2012 (transitioned to Direct effective Q3'12),Perf LAL,Perf LAL,Direct,Capella University,Education,Cole & Weber,,,CPA,2012-08-01,2012-08-31,75.0,100,,,30000.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capella University: Q2 2012 CPA **CANCELLED 6/5**,Perf LAL,Perf LAL,Inside,Capella University,Education,Cole & Weber,,,CPA,2012-04-01,2012-06-30,75.0,801,,,60000.0,3075.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One Bank - Treasury Mgmt Q1 *CANCELLED*,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-03-30,2011-05-04,3.75,12740173,,,47775.65,30170.97,0,0,0,0,0,0,1676.165,25142.475,3352.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One HIC - Dec 2011 *Cancelled on 12/13*,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,360i,,,CPM,2011-12-01,2011-12-31,3.75,2799999,,,10500.0,4386.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4386.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One HIC - Nov 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,4362,,CPM,2011-11-01,2011-11-30,3.75,2800000,,,10500.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One HIFC,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-05-02,2011-09-27,3.75,4000000,,,15000.0,19000.0,0,0,0,0,0,0,0,0,3825.5033557047,3825.5033557047,3953.02013422819,3953.02013422819,3442.95302013423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One HIFC - October 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-09-29,2011-10-31,3.75,2000000,,,7500.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,454.545454545455,7045.45454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One HYC 2.0,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-09-29,2011-10-31,3.75,5466667,,,20500.0,20500.0,0,0,0,0,0,0,0,0,0,0,0,0,1242.42424242424,19257.5757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One HYC December 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,360i,,,CPM,2011-12-01,2011-12-31,3.75,4786667,,,17950.0,17950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One HYC November 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-11-01,2011-11-30,3.75,5400000,,,20250.0,20250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IOC,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-05-02,2011-09-30,3.75,15622403,,,75000.0,58584.01,0,0,0,0,0,0,0,0,12295.0819672131,12295.0819672131,12704.9180327869,12704.9180327869,12295.0819672131,12704.9180327869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IOC - December 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,360i,,,CPM,2011-12-01,2011-12-31,3.75,3066666,,,11500.0,11500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IOC - November 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-11-01,2011-11-30,3.75,3333333,,,12500.0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IOC - October 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,360i,,,CPM,2011-10-01,2011-10-31,3.75,4666666,,,17500.0,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IPOS April,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-04-01,2011-04-30,3.75,8000000,,,30000.0,30000.0,0,0,0,0,0,0,0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IPOS BAU August 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-08-01,2011-08-31,3.75,2666667,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IPOS BAU July 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-07-01,2011-07-31,3.75,5333333,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IPOS BAU June 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-06-01,2011-06-30,3.75,7600000,,,28500.0,28500.0,0,0,0,0,0,0,0,0,0,28500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IPOS BAU November 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-11-01,2011-11-30,3.75,1066667,,,4000.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IPOS BAU October 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-10-01,2011-10-31,3.75,1333333,,,5000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IPOS BAU September 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-09-01,2011-09-30,3.75,2666667,,,10000.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IPOS DR - December 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,360i,,,CPM,2011-12-01,2011-12-31,3.75,1066667,,,4000.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One IPOS May 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-05-01,2011-05-31,3.75,11986667,,,38450.0,44950.0,0,0,0,0,0,0,0,0,44950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One LDDR April,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-04-01,2011-04-30,3.75,6266667,,,23500.0,23118.36,0,0,0,0,0,0,0,23118.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One LDDR BAU August 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-08-06,2011-08-31,3.75,3946666,,,14800.0,14800.0,0,0,0,0,0,0,0,0,0,0,0,14800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One LDDR BAU June 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-06-01,2011-07-31,3.75,6666667,,,25000.0,24994.92,0,0,0,0,0,0,0,0,0,12292.5836065574,12702.3363934426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One LDDR BAU October 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-10-01,2011-10-31,3.75,4133333,,,15500.0,22500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One LDDR BAU September 2011,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-09-01,2011-09-30,3.75,8000000,,,17250.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One LDDR May,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-05-01,2011-05-31,3.75,6400001,,,20000.0,24000.0,0,0,0,0,0,0,0,0,24000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One SMB,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-06-15,2011-08-21,3.75,33333333,,,100000.0,125000.0,0,0,0,0,0,0,0,0,0,29411.7647058824,56985.2941176471,38602.9411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One SMB Card Phase 2,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-08-22,2011-10-10,3.75,36266667,,,136000.0,136000.0,0,0,0,0,0,0,0,0,0,0,0,27200.0,81600.0,27200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One SMB Card Spark Card,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-10-13,2011-12-31,3.75,65333333,,,245000.0,245000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,58187.5,91875.0,94937.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One US Cash Card,Perf LAL,Perf LAL,Direct,Capital One,FS: Credit Cards,Innovation Interactive,,,CPM,2011-08-24,2011-11-07,3.75,80000000,,,300000.0,300000.0,0,0,0,0,0,0,0,0,0,0,0,31578.9473684211,118421.052631579,122368.421052632,27631.5789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital One: Click Card July/August 2011,Perf LAL,Perf LAL,Direct UK,Capital One,FS: Credit Cards,Starcome MediaVest Group UK,0,,CPM,2011-07-13,2011-08-13,1.11,7692308,,,8500.0,8497.28189666574,0,0,0,0,0,0,0,0,0,0,7848.15594477529,5369.79090958309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CapitalBrands_NutriBullet_CPA_Dec2012,Perf LAL,Perf LAL,Inside,Capital Brands,Retail,87AM,14238,,CPA,2012-12-11,2012-12-31,50.0,907,,,45350.0,53650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53650.0,0,0,0,0,0,0,0,0,0,0,0,0
Carbonite: Carb Wave 2 Sustaining Online June-July 2011,Perf LAL,Perf LAL,Inside,"Carbonite, Inc.",Software,Blitz,,,CPM,2011-06-01,2011-09-18,3.0,28333334,,,40000.0,85000.0,0,0,0,0,0,0,0,0,0,23181.8181818182,23954.5454545455,23954.5454545455,13909.0909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbonite: Q2 2012 CPA,Perf LAL,Perf LAL,Inside,"Carbonite, Inc.",Software,Blitz,,,CPA,2012-04-01,2012-06-30,25.0,1260,,,27500.0,31500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9065.93406593407,9368.13186813187,13065.9340659341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbonite: Q3 2012 CPA,Perf LAL,Perf LAL,Inside,"Carbonite, Inc.",Software,Blitz,,,CPA,2012-07-01,2012-09-30,25.0,2520,,,45000.0,63000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000.0,15000.0,33000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbonite: Q4 2012 CPA,Perf LAL,Perf LAL,Inside,"Carbonite, Inc.",Software,Blitz,12756,,CPA,2012-10-01,2012-12-31,25.0,2860,,,62500.0,71500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000.0,20000.0,26500.0,0,0,0,0,0,0,0,0,0,0,0,0
Carbonite: Q4 Sustaining,Perf LAL,Perf LAL,Inside,"Carbonite, Inc.",Software,Blitz,,,CPM,2011-10-01,2011-12-31,3.0,13350000,,,40050.0,40050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13495.1086956522,13059.7826086957,13495.1086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbonite_SMB_CPA_Jan2013,Perf LAL,Perf LAL,Inside,"Carbonite, Inc.",Software,Direct,14751,,CPA,2013-01-01,2013-03-31,0.0,,,,39000.0,39000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13433.3333333333,12133.3333333333,13433.3333333333,0,0,0,0,0,0,0,0,0
CareerBuilder.com - Submitted Resume Lookalike,Perf LAL,Perf LAL,Inside,CareerBuilder.com,FS: Other,Direct,,,CPM,2011-08-02,2011-08-31,3.5,7142857,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
